eta_s,delta_pi,run_id,internal_cooperation,std_between_communities,mean_payoff
0.2,0.02,8,0.4628913653243974,0.07437727245167436,4.04087866149116
0.2,0.02,7,0.47326635684734014,0.06124776453221282,4.142889705181887
0.2,0.02,6,0.4656655473029272,0.05498664704410143,4.104749684967218
0.2,0.02,10,0.48309850208354205,0.053249640229336495,4.210271333296188
0.2,0.05,0,0.40307721573495814,0.06335651748890808,3.660436920138447
0.2,0.05,5,0.3985400384914194,0.07326527732999476,3.620225578511241
0.2,0.05,1,0.39899177727609464,0.06495148490225143,3.6255290760538634
0.2,0.05,2,0.40860977425834316,0.06623099300151901,3.6949265910849256
0.2,0.05,3,0.3955137360498861,0.06897206389400387,3.619781643377859
0.2,0.05,4,0.39185717904777745,0.0635300609826685,3.5953936593968696
0.2,0.05,8,0.3934582542680052,0.06521799897050312,3.585427180673428
0.2,0.05,7,0.40399279750025024,0.06379767806177342,3.661013394931104
0.2,0.05,6,0.39577396175059,0.0644099244475407,3.6181897735102755
0.2,0.05,9,0.4088378984144046,0.06882452530964321,3.675504490404916
0.2,0.1,0,0.31217173363185646,0.05803681314198422,2.984391358384108
0.2,0.1,5,0.302160443076912,0.061372086024246895,2.918535527749299
0.2,0.1,1,0.3090180971525865,0.060297016640409644,2.973853310961403
0.2,0.05,10,0.40046153861938316,0.05850483683021263,3.639574674050783
0.2,0.1,2,0.29755130008449965,0.05173005114502534,2.8616239446777083
0.2,0.1,3,0.30221778934249904,0.05855193201261702,2.908768896561162
0.2,0.1,4,0.300905799076846,0.05341005618229092,2.888602994454166
0.2,0.1,8,0.30536646707882487,0.05356772695800315,2.947057282359234
0.2,0.1,9,0.3033673944914648,0.05269858448766811,2.931618603773209
0.2,0.1,6,0.3023023318947189,0.056161903308068896,2.9194593323419786
0.2,0.1,7,0.30538203876340775,0.06743545821214236,2.939679151317151
0.2,0.2,5,0.17524486904288597,0.048674264999960956,1.8165925121754216
0.2,0.2,1,0.18601464577587412,0.0539661215901558,1.91236762910169
0.2,0.1,10,0.299035408351345,0.05595638429908485,2.8907548665453753
0.2,0.2,0,0.1835280859556943,0.05118250435165332,1.9066649345000541
0.2,0.2,3,0.193781257862378,0.05378525753001619,1.9849069202719627
0.2,0.2,2,0.18150063735676109,0.049684968519331844,1.8742523130365316
0.2,0.2,4,0.1751380803547468,0.05010371159337147,1.8226586580849413
0.2,0.2,8,0.17600545478529223,0.04116410624071718,1.8361154313972423
0.2,0.2,9,0.1828264096635559,0.04550125868232013,1.8896330732084334
0.2,0.2,6,0.18631435831264934,0.04207868057700463,1.929773465399615
0.2,0.2,7,0.1813871554349423,0.04172183402204801,1.8897561722935134
0.2,0.35,0,0.0958919367431763,0.03097829440015548,1.050608524391777
0.2,0.35,5,0.09871183420792715,0.037308688851991935,1.0819427093966747
0.2,0.2,10,0.18637617515638766,0.0458578397949275,1.9350605545622124
0.2,0.35,1,0.10337380435223217,0.035861655114718054,1.1304945358889908
0.2,0.35,2,0.09578844805487666,0.03140061185582084,1.0438611602603423
0.2,0.35,3,0.09931885919962083,0.030321615167548093,1.0867538171855566
0.2,0.35,4,0.10237716378654106,0.036313637945972005,1.1216842550545378
0.2,0.35,8,0.09535757308490607,0.03378479528652425,1.036937047886875
0.2,0.35,9,0.10074740861032999,0.0323963533155517,1.0987099123037327
0.2,0.35,7,0.09991393044340612,0.028742898107814194,1.0927860255972446
0.2,0.35,6,0.10048433024508693,0.030999171853800658,1.1041509496227389
0.2,0.55,0,0.04892634974183679,0.021597408939980082,0.5610657966464705
0.2,0.55,5,0.050449417793770344,0.02430960161737899,0.571903230074382
0.2,0.35,10,0.09909400014306283,0.03081264942442903,1.0757932213118004
0.2,0.55,1,0.05505876569375306,0.025091127018623673,0.6205871032395245
0.2,0.55,2,0.052046248776478475,0.020741800467366046,0.5976204578153702
0.2,0.55,3,0.05359916727609816,0.022651505434449014,0.6113118779201164
0.2,0.55,4,0.051884932645595586,0.024126458240522636,0.5901964938845505
0.2,0.55,8,0.04799335376219415,0.022678630241251718,0.5429910303457176
0.2,0.55,9,0.0501185411147986,0.027014079594347984,0.5647743927272821
0.2,0.55,6,0.05791524205687258,0.023980840189600672,0.660036897701445
0.2,0.55,7,0.05290875852726804,0.02241578423143493,0.6024690468880922
