run_id,seed,Tin,b,social_adaptation_rate,final_mean_cooperation,final_std_cooperation_between_communities,final_mean_payoff,final_std_payoff_between_communities
11,53,50,1.01,0.05,0.3798394473743311,0.11085138260506917,2.278791350045304,0.6883989095944913
12,54,50,1.01,0.05,0.3253180239375235,0.029470457973170723,1.955551943098604,0.18966138118251907
13,55,50,1.01,0.05,0.2886203200098485,0.02402381383543992,1.7482135792722382,0.13879986507063286
14,56,50,1.01,0.05,0.3081135902636917,0.0406238954822191,1.861203833257441,0.24679883114816575
15,57,50,1.01,0.05,0.3271384369952915,0.0620691622665743,2.000781151651188,0.3467167642891303
16,58,50,1.01,0.05,0.32063635239607086,0.06492792970254185,1.9365564493417318,0.4130299308933928
17,59,50,1.01,0.05,0.4024839906101567,0.0642396440309541,2.432535457254532,0.3878984684363669
18,60,50,1.01,0.05,0.38769561743192577,0.11266710256042177,2.342594566938583,0.6919945031751924
19,61,50,1.01,0.05,0.38379220274952264,0.05671267624169743,2.3272228218302793,0.3344400314327313
20,62,50,1.01,0.05,0.2610802777469444,0.060448505155663745,1.5804605764605764,0.3561387342830258
21,63,50,1.01,0.05,0.269756143200113,0.07974664279914864,1.618637482473865,0.475228711921873
22,64,50,1.01,0.05,0.40192127784900034,0.1319810602727655,2.4160444544541075,0.7946323634221849
23,65,50,1.01,0.05,0.40954697752338404,0.11287585385752973,2.4469475533994136,0.6496472596254713
24,66,50,1.01,0.05,0.300360694214013,0.09683328926198279,1.8216209935510865,0.5659630963626269
25,67,50,1.01,0.05,0.36433614652478397,0.08104949055928869,2.195032552754344,0.5075112338175893
26,68,50,1.01,0.05,0.3216751571590281,0.11155807641212553,1.9305772604030669,0.6735542195732654
27,69,50,1.01,0.05,0.355105191564406,0.10052199285626791,2.1148006836177347,0.5957532937895951
28,70,50,1.01,0.05,0.39758682837887177,0.08997170693589117,2.430759049035257,0.5500075151669551
29,71,50,1.01,0.05,0.3348742856019111,0.051930755827871905,2.019179516545755,0.3080127428510158
30,72,50,1.01,0.05,0.34212451937296656,0.1277929643491491,2.0527398742975453,0.7434771216605437
31,73,50,1.01,0.05,0.298202353715903,0.037613841303790634,1.8248652311953304,0.20142005644014654
32,74,50,1.01,0.05,0.32891750653228813,0.03643194793480912,1.9890661992631902,0.24018602108132975
33,75,50,1.01,0.05,0.36717995505113904,0.06178305868809411,2.2185183621704865,0.3358736122673752
34,76,50,1.01,0.05,0.3822872982872983,0.0565408786336841,2.3294694762894763,0.32116570452684434
35,77,50,1.01,0.05,0.2778480260854858,0.13564318747087262,1.6671528919411114,0.8187382898858612
