Tin,b,social_adaptation_rate,mean_final_cooperation,std_final_cooperation,mean_final_payoff,std_final_payoff
150,1.15,0.1,0.19671430217646346,0.03715963595765426,1.302582206421794,0.2354186792289198
150,1.15,0.125,0.17106239380938598,0.0326228903220833,1.135110864581836,0.21118157647097047
150,1.15,0.15,0.16130048097496025,0.03131970238795511,1.0745754137707877,0.2002039894935906
150,1.15,0.175,0.14120570066969024,0.029738900005147645,0.9379553932419273,0.19265389634639662
150,1.15,0.2,0.13203291082609991,0.0257875964250112,0.8824677930292404,0.16789076507822637
150,1.15,0.25,0.1105191259813684,0.028940393436262056,0.7374246330523404,0.18808706812781345
150,1.2,0.02,0.299892078582532,0.03713350667142734,2.0140074276055966,0.23901477126906773
150,1.2,0.03,0.2821159042073532,0.0405944928534384,1.901630542721288,0.26147826656195183
150,1.2,0.04,0.26957471298586455,0.034209731848720296,1.8181705321794055,0.22246332156437257
150,1.2,0.05,0.2472876111746182,0.03880352137391456,1.671678582004116,0.25088327707004465
150,1.2,0.075,0.21422718896577075,0.03505118066048586,1.4577400180389561,0.2340526532996358
150,1.2,0.1,0.192377782467467,0.03378942485471077,1.3090447819215578,0.22259115102476726
150,1.2,0.125,0.16536861410238912,0.033046541419844026,1.1336588439571713,0.2136208959123829
150,1.2,0.15,0.1533977492185827,0.03082715803563335,1.0576207629465366,0.20797720323216787
150,1.2,0.175,0.1349675543066996,0.026592829687071412,0.93008569999096,0.1774237681644848
150,1.2,0.2,0.12444950435306643,0.026125438667027115,0.8600868979527183,0.175622616567922
150,1.2,0.25,0.10731114596010635,0.028359191350671793,0.7424900887001064,0.19168433021385906
150,1.3,0.02,0.2725623390898937,0.03790854257249038,1.9455018337050212,0.25866676681783224
150,1.3,0.03,0.2609172151532169,0.03130536272262489,1.8640898854381862,0.20886150073083926
150,1.3,0.04,0.23934383783961338,0.032162734623807705,1.7155912659561774,0.21475351923164393
150,1.3,0.05,0.22184512722688776,0.038701791659775504,1.5999650854494276,0.26256945835435525
150,1.3,0.075,0.20047491977413703,0.03308064851490025,1.454051749713211,0.22244659274906062
150,1.3,0.1,0.17259311846998915,0.031103180559103872,1.2591086946835057,0.22043896492137086
150,1.3,0.125,0.15637619543889558,0.0283777139893724,1.1447394849525023,0.19717286135570955
150,1.3,0.15,0.14389816099291688,0.027821806107555386,1.0574654100997516,0.19610692281716322
150,1.3,0.175,0.1275572418755763,0.026640627481212355,0.9409510107177155,0.18667143546233436
150,1.3,0.2,0.12211018058125614,0.02768218975692322,0.9032710841863457,0.19880925642755837
150,1.3,0.25,0.10146554137617414,0.024947474631864554,0.753102660423031,0.1815754897846566
