run_id,seed,b,social_adaptation_rate,final_mean_cooperation,final_std_cooperation_between_communities,final_mean_payoff,final_std_payoff_between_communities
5,47,1.05,0.15,0.17648375449492498,0.07596571701335567,1.083709541295141,0.46878186827894974
6,48,1.05,0.15,0.16524741200828158,0.06907132947807267,1.0105712215320912,0.41606549155414607
7,49,1.05,0.15,0.23763258405099014,0.09370905264354397,1.4488626356249699,0.5816691779807546
8,50,1.05,0.15,0.1912330264621195,0.0859268737174133,1.1839272648320036,0.5248973988816836
9,51,1.05,0.15,0.1337127637287528,0.06789400957144583,0.8505497358490969,0.42919290064982646
10,52,1.05,0.15,0.14158875951835898,0.06497438319265539,0.8717922963134223,0.40385032733908416
11,53,1.05,0.15,0.20107615640173776,0.12520921621965245,1.2341784599121808,0.771729672143131
12,54,1.05,0.15,0.16667290546669322,0.05441997642763157,1.0370713435543462,0.333331827796015
13,55,1.05,0.15,0.17284185168516458,0.07907693678237676,1.0727149936806126,0.4904564785147768
14,56,1.05,0.15,0.17103555905120668,0.06188431452395426,1.0914281202136025,0.37102626009225753
15,57,1.05,0.15,0.14868350387754486,0.08424622456661583,0.9038379487344667,0.5005595784019368
16,58,1.05,0.15,0.13258632904449572,0.06056714202617493,0.8109303062425763,0.3742506480436477
17,59,1.05,0.15,0.20460524137437303,0.09076997048459652,1.2688931408057513,0.5538435710434773
18,60,1.05,0.15,0.22049483534270556,0.08026769491234924,1.3394320750243671,0.48992871911832037
19,61,1.05,0.15,0.1448540666678512,0.0259144801259945,0.9029462506248785,0.16487746586103447
20,62,1.05,0.15,0.13904798904798904,0.028101915089046397,0.8537667116833783,0.16921830265073712
21,63,1.05,0.15,0.15639084549118443,0.048365223994270505,0.990004737714505,0.30370049259895365
22,64,1.05,0.15,0.1285893304690297,0.040272071026266766,0.8025115496113555,0.2562522191340817
23,65,1.05,0.15,0.18357810973055982,0.07564241433365942,1.1339864581879102,0.4454790378749478
24,66,1.05,0.15,0.16170334358081567,0.09019678916265729,1.0031715409824982,0.5483629437625015
25,67,1.05,0.15,0.21877414008684778,0.08622068963769959,1.3626679787260971,0.5154090717452892
26,68,1.05,0.15,0.14262283488089939,0.05518991433055582,0.8976392601876473,0.3479169009099218
27,69,1.05,0.15,0.11277064964194891,0.04501001347594116,0.7114741497601427,0.28907388780860305
28,70,1.05,0.15,0.08863940561429834,0.046205546370898645,0.555685207579343,0.29481825071197937
29,71,1.05,0.15,0.14602179879890284,0.049203496462676126,0.8954450455444878,0.3091750732703119
0,42,1.05,0.2,0.16184889370214942,0.097087927886654,0.9861606726531594,0.5672141271675261
1,43,1.05,0.2,0.13710944487366633,0.044809201865907616,0.8478617152711555,0.28675067540846216
2,44,1.05,0.2,0.14052069082189564,0.07912751383896348,0.9072986083528253,0.47825966486221516
3,45,1.05,0.2,0.12466686713330674,0.0733285042922808,0.7558194592775587,0.4496369011982145
4,46,1.05,0.2,0.13522773957664153,0.07189661020225521,0.8396744498838103,0.48216926974455093
5,47,1.05,0.2,0.13400089962741735,0.09896313611245577,0.8219306775869428,0.5992043477679003
6,48,1.05,0.2,0.150175983436853,0.03317909547044945,0.9473249482401656,0.22778923642475557
7,49,1.05,0.2,0.12645489709531454,0.05411737292640376,0.7795139882255631,0.3143847188771995
8,50,1.05,0.2,0.17534102341739152,0.04981771480924735,1.0910739501558342,0.3192732478274251
9,51,1.05,0.2,0.12136565948882991,0.0517121659047712,0.767841183353309,0.32168685212447695
10,52,1.05,0.2,0.15070198518554104,0.05794486336374215,0.9630059591402867,0.3622217481772482
11,53,1.05,0.2,0.18545655894493104,0.15447420038750193,1.1458776456102038,0.9526312903657155
12,54,1.05,0.2,0.151203911417889,0.09430726542381977,0.9285431295767793,0.5904264495973575
13,55,1.05,0.2,0.1374557254249602,0.07630333981247532,0.8586895411148048,0.4742797101468171
14,56,1.05,0.2,0.0962834789088049,0.05782024017497163,0.609356548136496,0.3645573692693833
15,57,1.05,0.2,0.10852430886773701,0.04886045815622136,0.6848373584917746,0.31149112346889146
16,58,1.05,0.2,0.11321559685981379,0.0632645037525339,0.7102078480629912,0.3900306976922914
17,59,1.05,0.2,0.1368837047603978,0.06799162257168413,0.85021240771271,0.4155697283476355
18,60,1.05,0.2,0.14089975384093031,0.1234029545036736,0.8328901621254563,0.7413782741486663
19,61,1.05,0.2,0.1868669489308074,0.05860524336570574,1.1494628592437908,0.3575713070130012
20,62,1.05,0.2,0.13109421442754776,0.02872378018210139,0.823512182262182,0.1799450901926579
21,63,1.05,0.2,0.166794216375349,0.04487774198115824,1.0333220843789266,0.2886576506446883
22,64,1.05,0.2,0.11568610466257812,0.06723974532602262,0.7226105297806729,0.40904330407588485
23,65,1.05,0.2,0.13015321792545023,0.04823561609647345,0.7918191923774955,0.27890947605949024
24,66,1.05,0.2,0.144350354935099,0.08447270369011091,0.8776328676416913,0.5173142670315202
25,67,1.05,0.2,0.13305125577241417,0.09015578639297002,0.8555801405475009,0.5624945971843531
26,68,1.05,0.2,0.12553454682486942,0.057051922211888505,0.7681776993712479,0.36575070653406333
27,69,1.05,0.2,0.16296979113977517,0.06081069719364443,1.0046381114350595,0.3765831093358546
28,70,1.05,0.2,0.09296936743556514,0.05129690528677838,0.5556237668751697,0.3026401787796793
29,71,1.05,0.2,0.11390022259534752,0.0712579464999259,0.7213131182358686,0.4714406317920326
0,42,1.05,0.25,0.13630151066187346,0.058586896284315196,0.8400491353679389,0.3607248535839753
1,43,1.05,0.25,0.10602275341454845,0.03543221423316948,0.6620344802216238,0.21905261505142282
2,44,1.05,0.25,0.10941384585962899,0.04936098587117011,0.6909170381158333,0.2911014031954445
3,45,1.05,0.25,0.10136099343173759,0.05466320215851973,0.6183106159987894,0.31644684484457086
4,46,1.05,0.25,0.13291133899609,0.07555771054765446,0.8355957383592282,0.48591099795708387
5,47,1.05,0.25,0.11492767121713214,0.06115692901471964,0.7231836271898195,0.36733001543515514
6,48,1.05,0.25,0.12493167701863353,0.022888337579512953,0.804618685300207,0.1811897147820992
7,49,1.05,0.25,0.12321595387534667,0.043094656050954736,0.7272617683549847,0.23154953322570682
8,50,1.05,0.25,0.1222158979738421,0.04538797909998247,0.7627537999139093,0.28780459719959284
9,51,1.05,0.25,0.09847850800719804,0.04397739376227897,0.6169373495685971,0.2703401707349461
10,52,1.05,0.25,0.10180605797044154,0.06476239744820231,0.6493306625726716,0.4099731935373078
11,53,1.05,0.25,0.15842845526566457,0.08258820073188942,0.9999608670399368,0.51826616263724
12,54,1.05,0.25,0.09320789363067189,0.040491987598270024,0.586721287139665,0.26897649877909297
13,55,1.05,0.25,0.0956878453734839,0.047779365548085505,0.5967584612398327,0.2890797614014932
14,56,1.05,0.25,0.1466665010831919,0.07218831873175435,0.9227608753846365,0.47270773914956965
15,57,1.05,0.25,0.09625376630595418,0.06013080689418182,0.5946996439931003,0.3713932482685815
16,58,1.05,0.25,0.06997252307762626,0.032444051682633715,0.4438144528377291,0.196095237155895
17,59,1.05,0.25,0.17077232043646798,0.07434906550945548,1.0394190005346293,0.45996352823758513
18,60,1.05,0.25,0.11089790984314311,0.09752710659558302,0.6907933727304923,0.5926698686132182
19,61,1.05,0.25,0.12057720398112041,0.041713234579766355,0.7432798776414906,0.23900157756634652
20,62,1.05,0.25,0.11652729986063319,0.011358063804517331,0.7296216437883105,0.08296202382599223
21,63,1.05,0.25,0.12165911576302058,0.03144151990821377,0.7565665517419312,0.19887327333539936
22,64,1.05,0.25,0.10181733134680018,0.03189375794755296,0.639189939133548,0.19082030992050222
23,65,1.05,0.25,0.11736353483177439,0.026509092941209147,0.7331941574759178,0.150058073787958
24,66,1.05,0.25,0.11822956031958964,0.06380190020235349,0.7418416107835171,0.3978945642292972
25,67,1.05,0.25,0.11421843748556834,0.04257639706270985,0.7294270788951515,0.28634462402650146
26,68,1.05,0.25,0.10805418934451191,0.041137796743191284,0.6801170459880137,0.2628257327478915
27,69,1.05,0.25,0.13707633744163697,0.047211982974391255,0.8336206176305285,0.2631356922162662
28,70,1.05,0.25,0.1166126472286368,0.08181397883637066,0.7093143290272265,0.4803650721963922
29,71,1.05,0.25,0.08242339564192584,0.038903757984530184,0.514774384585202,0.26850422122491346
0,42,1.1,0.03,0.3267196125325271,0.06333145096985661,2.074267519516267,0.4060586082690375
1,43,1.1,0.03,0.3434169561819402,0.08204917939115164,2.1424381780285695,0.5217349094139758
2,44,1.1,0.03,0.3591530959000838,0.11274866210059604,2.255825168807097,0.7291434504047983
3,45,1.1,0.03,0.36005919409984904,0.052042235133205016,2.2713260787193144,0.3178859958838177
4,46,1.1,0.03,0.3162621840475227,0.04894850940378265,2.0248819569027736,0.31408662461833403
5,47,1.1,0.03,0.2903077877458645,0.18282599853609718,1.8518562226721524,1.1558177319182064
6,48,1.1,0.03,0.3157525879917184,0.14913201061799763,1.9696616977225674,0.9003427299515073
7,49,1.1,0.03,0.32958400233542545,0.0575958239156603,2.0732062107721503,0.3489973183471229
8,50,1.1,0.03,0.429171371983201,0.11386106712491925,2.6763367024788276,0.7142694764803947
9,51,1.1,0.03,0.35131374392221976,0.11870890912842998,2.1925528852636855,0.7404516938460048
10,52,1.1,0.03,0.3372243244620564,0.10657934102859482,2.0862768491529833,0.6862863612588349
11,53,1.1,0.03,0.33103175119454187,0.036254635696290255,2.11386222227385,0.2147122205386213
12,54,1.1,0.03,0.29950549766598084,0.1243576648692662,1.8863655627087894,0.745522502314292
13,55,1.1,0.03,0.2671113291796672,0.06749553723986866,1.7340493625517097,0.4079750818765602
14,56,1.1,0.03,0.28524811303831876,0.0706837325338889,1.7976095376081467,0.4043406682539667
15,57,1.1,0.03,0.30111919191894776,0.14304582267998242,1.9011081226148896,0.8748963676792735
16,58,1.1,0.03,0.3357688996866729,0.09047004076104445,2.1356188349058294,0.5641144705968782
17,59,1.1,0.03,0.28843575424296797,0.062016191852877496,1.8099119580844083,0.3680109159558253
18,60,1.1,0.03,0.32071359787384124,0.0653252498959785,2.06773835720286,0.39976435810000793
19,61,1.1,0.03,0.3133231258445416,0.11805893693787184,1.9782961891833342,0.7237303684899081
20,62,1.1,0.03,0.34033158199824864,0.09411755131574318,2.1917771117771117,0.5899881333467736
21,63,1.1,0.03,0.37493425164488575,0.0814025713496288,2.39805166552602,0.4920651664203757
22,64,1.1,0.03,0.32229825716364646,0.09199842939785108,2.057123165055496,0.6094283037563126
23,65,1.1,0.03,0.31690388105542366,0.08655716965095474,2.0086195030015355,0.5270061493041682
24,66,1.1,0.03,0.306367876374231,0.06529978557469016,1.9485905644517902,0.42286664627576237
25,67,1.1,0.03,0.3292058072046994,0.0713313022001764,2.096976506595513,0.41619732909958995
26,68,1.1,0.03,0.3307573449508933,0.1215495444357331,2.0691651254877064,0.7251795632621155
27,69,1.1,0.03,0.44879237605846833,0.09264539641080839,2.842404907134526,0.5504734577600195
28,70,1.1,0.03,0.37202227893442463,0.12341416604834991,2.3574315090957794,0.7709038836848713
29,71,1.1,0.03,0.2650855404796709,0.09443456094650354,1.6944496454113238,0.5532451104480418
0,42,1.1,0.05,0.29078699316617285,0.05081728624774172,1.8789434141058616,0.31724524807663435
1,43,1.1,0.05,0.30952869985994885,0.09183707336445086,1.9459574525113947,0.528700742586518
2,44,1.1,0.05,0.3230114597584477,0.06842193647587326,2.014421679391559,0.40793767146022025
3,45,1.1,0.05,0.2893050953710715,0.08060551396702925,1.8283589372445714,0.5249773069600733
4,46,1.1,0.05,0.27505599506689826,0.1234734409549589,1.743986473625354,0.7691585637342355
5,47,1.1,0.05,0.2563743718551878,0.08309823274912344,1.6305211414779166,0.5182228157268104
6,48,1.1,0.05,0.2569927536231884,0.09180103561669709,1.6009943064182195,0.5658264836695172
7,49,1.1,0.05,0.3627404758429426,0.10181521480278498,2.301866673964871,0.6013929835501912
8,50,1.1,0.05,0.3572686694715529,0.11254258885604634,2.262297055374412,0.6756088365057787
9,51,1.1,0.05,0.29137800677833114,0.07968484954208409,1.865536651697712,0.48005743990975674
10,52,1.1,0.05,0.286986961664726,0.07767015166329065,1.8325353307100027,0.507663096598556
11,53,1.1,0.05,0.36487080361498964,0.056401435605152206,2.2865654392119508,0.3291788860764154
12,54,1.1,0.05,0.3216425300325214,0.06955379190600859,2.022945855180195,0.432832422372801
13,55,1.1,0.05,0.2776367154068694,0.0979555205103689,1.7772136596613806,0.6220721896352971
14,56,1.1,0.05,0.2611416428640422,0.0880913589977256,1.6645311310731192,0.5608382839294197
15,57,1.1,0.05,0.25865931946809406,0.1219985803135293,1.6353418439152285,0.7533945241920517
16,58,1.1,0.05,0.23128214503994377,0.06751174928456034,1.4619046048602917,0.45180920699228144
17,59,1.1,0.05,0.322111531031756,0.11766462309489042,1.98999011593308,0.687870315964642
18,60,1.1,0.05,0.22232618857365308,0.07207110570979655,1.4302077863538312,0.45835518400476166
19,61,1.1,0.05,0.3243786624367619,0.08195639570418953,2.0390492065978525,0.5105259166094092
20,62,1.1,0.05,0.26009052675719346,0.05107735297491019,1.6525251600251605,0.34812135843317843
21,63,1.1,0.05,0.21134548937387518,0.08816406247287868,1.353278419587991,0.5563466572804586
22,64,1.1,0.05,0.3160660868761766,0.06799603922917424,2.0140168970814134,0.42966795054163026
23,65,1.1,0.05,0.33561147563869886,0.08661734733353305,2.102569523942482,0.5129242597333501
24,66,1.1,0.05,0.2923159010455026,0.09079789607811395,1.884249536916813,0.600686667028215
25,67,1.1,0.05,0.2792963050559189,0.0692491536949059,1.7458029575706426,0.4204847992955141
26,68,1.1,0.05,0.2865499452596227,0.13603487837639464,1.8502678867194995,0.8581961081578623
27,69,1.1,0.05,0.22970014338165906,0.045749074302657726,1.493919898567025,0.3071848198970768
28,70,1.1,0.05,0.2665884313107886,0.11307433432595178,1.6860947660032715,0.7071775274783709
29,71,1.1,0.05,0.25848947939658584,0.0702477386535478,1.658420827882385,0.4443968499699344
0,42,1.1,0.075,0.26024108920074807,0.12714931335158983,1.6597774995111536,0.773667303243237
1,43,1.1,0.075,0.2009259561545668,0.0823635137677829,1.2824197316180845,0.5194124381794301
2,44,1.1,0.075,0.22064154052105858,0.0983566161951655,1.3694993894993894,0.601963277706825
3,45,1.1,0.075,0.2793059266894935,0.07312848405864464,1.7632607152654352,0.4138683480337652
4,46,1.1,0.075,0.27397723199060964,0.09605013460128706,1.7332460503461893,0.6069790767676938
5,47,1.1,0.075,0.23552363758774636,0.1021376252998175,1.4899066183937482,0.6278136571188241
6,48,1.1,0.075,0.2653043478260869,0.11683402565306167,1.6776232919254657,0.706657514113722
7,49,1.1,0.075,0.24240354206198605,0.04767536867298225,1.5751205420133314,0.3670368768708855
8,50,1.1,0.075,0.2899731124769468,0.07661146403746821,1.8469881290954562,0.5058552259030645
9,51,1.1,0.075,0.28286932564494616,0.03270756968169904,1.808515479257948,0.20179977349590855
10,52,1.1,0.075,0.2628377015522267,0.13894509285044102,1.6648114271546444,0.8726898848742356
11,53,1.1,0.075,0.27214600902972996,0.13270040313694145,1.7641238435982625,0.8277882569381366
12,54,1.1,0.075,0.23707033030242694,0.0717037347507897,1.5279317669963055,0.4811164185577836
13,55,1.1,0.075,0.23477782174116774,0.06929555218017916,1.4944919781761778,0.46369797588712797
14,56,1.1,0.075,0.22343257302921166,0.06622535638057778,1.4667065640049122,0.4068551880246939
15,57,1.1,0.075,0.24277642676866185,0.07260975949667367,1.5452945307306212,0.4829613020153664
16,58,1.1,0.075,0.2747590451461832,0.07392444221008963,1.7676033232484998,0.44558082180085035
17,59,1.1,0.075,0.3132470523184243,0.08029344502312107,1.963003721795861,0.47717620342318817
18,60,1.1,0.075,0.18794095694704213,0.08722169328931578,1.1951579603628286,0.5589280206367835
19,61,1.1,0.075,0.20478358279365594,0.048158627317668325,1.2874239877420761,0.28810327431274046
20,62,1.1,0.075,0.23453120953120948,0.06097656820196916,1.478112967279634,0.4002165239847634
21,63,1.1,0.075,0.2821116413008448,0.04297202662984578,1.7704386115426256,0.24756721814781568
22,64,1.1,0.075,0.22349190949724546,0.08295137622621325,1.4590462908423132,0.540717107283501
23,65,1.1,0.075,0.20635069105123555,0.07833844058345053,1.3324916934245428,0.471137370479234
24,66,1.1,0.075,0.24068709567095956,0.09656634157877668,1.5171350568600261,0.5768203785045952
25,67,1.1,0.075,0.2571642618604163,0.04050272152985622,1.6282243301352337,0.27726778280291264
26,68,1.1,0.075,0.21839701710669454,0.07357609341256448,1.4079890228922487,0.46472708812007557
27,69,1.1,0.075,0.2997437660538664,0.10947208600648033,1.9242381635686097,0.6994313185383285
28,70,1.1,0.075,0.2667883357454442,0.12211745811537014,1.6848742699127475,0.7569072424621575
29,71,1.1,0.075,0.28347044594922355,0.09762702556205227,1.8136091021550638,0.6111990376470408
0,42,1.1,0.1,0.26279236797376776,0.10131829146932575,1.7150025319755926,0.6454863074026547
1,43,1.1,0.1,0.22977769025748285,0.11461055058902148,1.4712856690358598,0.6913865138021196
2,44,1.1,0.1,0.23705481265722234,0.08387766235852356,1.4789843991350016,0.473242170940303
3,45,1.1,0.1,0.22347106618547413,0.08732629239499103,1.4177408445339066,0.5595538966781203
4,46,1.1,0.1,0.20996840475227424,0.05416521573851534,1.3364220811820409,0.31154112580390975
5,47,1.1,0.1,0.2021713001800423,0.07941675089868837,1.3009003346679404,0.48499452674865867
6,48,1.1,0.1,0.26917805383022775,0.06596130309113311,1.7085789855072466,0.435596550877268
7,49,1.1,0.1,0.18780713277866978,0.054952145801420764,1.215120651486401,0.30051392158005474
8,50,1.1,0.1,0.20967727398385988,0.08986393826203415,1.3524565072223926,0.5519007267263746
9,51,1.1,0.1,0.2128123854074048,0.1087539055288343,1.3423765877332627,0.6439862925258123
10,52,1.1,0.1,0.27684632275118376,0.09740757960465521,1.7765740666370688,0.5852572510317136
11,53,1.1,0.1,0.32310501126780194,0.09206485284077859,2.0596727264983077,0.5852959622367435
12,54,1.1,0.1,0.2306458706665782,0.08750296282686867,1.4816842901705713,0.5719302459857144
13,55,1.1,0.1,0.219479698218346,0.06047832053782206,1.4093809194059574,0.38337249384315086
14,56,1.1,0.1,0.20722084695947346,0.06223745642739335,1.3230572146099817,0.39723492061802207
15,57,1.1,0.1,0.22832028208369337,0.048017471147909226,1.421742414596305,0.3037752946420826
16,58,1.1,0.1,0.16957193662200862,0.10380111175397025,1.0519027566578358,0.6345082421979674
17,59,1.1,0.1,0.24135978765601437,0.06225962938168667,1.5561333266352126,0.3814889245070558
18,60,1.1,0.1,0.21685806192905582,0.12323665935682994,1.3938918305044066,0.789335052852085
19,61,1.1,0.1,0.3131431846807147,0.12828816123294387,2.0111720545990552,0.8304245089007218
20,62,1.1,0.1,0.20770094103427436,0.054247429345205135,1.3401304559637892,0.3372440882593591
21,63,1.1,0.1,0.2066195181037011,0.037550035636828856,1.340893677826904,0.2521965056760886
22,64,1.1,0.1,0.19219188524306158,0.0672535653219464,1.2328608964808336,0.40411873920643676
23,65,1.1,0.1,0.23873726092419378,0.14218058987556426,1.5143102750244308,0.9074401799083335
24,66,1.1,0.1,0.162218456858844,0.07146202149044667,1.0476250778653866,0.4783845835070101
25,67,1.1,0.1,0.22532675646696854,0.061870768375676365,1.4254574605029582,0.41178871900685793
26,68,1.1,0.1,0.20025899703319058,0.11474974477661362,1.2714935468483852,0.7161258052820628
27,69,1.1,0.1,0.19520191187244612,0.07637734613978811,1.2617939318389955,0.49587585201157797
28,70,1.1,0.1,0.1652847615370938,0.08077603612632178,1.073862702521863,0.5157023190017074
29,71,1.1,0.1,0.1393373831889476,0.058899380745650855,0.8903023766290804,0.38556056815514483
0,42,1.1,0.15,0.14375216220687995,0.06889467781719673,0.9378510922591741,0.4594057407877094
1,43,1.1,0.15,0.16225366062944224,0.09144466039126685,1.056801594694259,0.5844229478379399
2,44,1.1,0.15,0.18855421686746987,0.07360446673684053,1.184589272842285,0.40818587857500593
3,45,1.1,0.15,0.16911339222337957,0.051773076704087845,1.1011949196937105,0.31958616179561533
4,46,1.1,0.15,0.19898676310801272,0.04945943874932004,1.277607797592139,0.32250093592728324
5,47,1.1,0.15,0.2005425855960096,0.05591843215963093,1.2599905511088125,0.32700170405491763
6,48,1.1,0.15,0.16524016563146998,0.033612151295605186,1.069636542443064,0.21040646954708475
7,49,1.1,0.15,0.22616965893056973,0.051281131421890794,1.407169817058337,0.28484896346622834
8,50,1.1,0.15,0.1702931371175313,0.06917036155503488,1.0780673639750111,0.392025976425573
9,51,1.1,0.15,0.16239173209074934,0.07949430004255345,1.038360151139497,0.5082418427148377
10,52,1.1,0.15,0.15200648317809176,0.07392032893405924,0.9684396214839543,0.47478874966443463
11,53,1.1,0.15,0.16079708663429595,0.09253215041037473,1.0166299630601956,0.5805224008317338
12,54,1.1,0.15,0.1523044180438486,0.056819637214623624,0.998346983473817,0.3613917758651719
13,55,1.1,0.15,0.12375141397391695,0.05056880309065373,0.8002813182357251,0.32762546273280607
14,56,1.1,0.15,0.15300390501027994,0.08014944652213743,0.9949719363607512,0.5265342697600488
15,57,1.1,0.15,0.17901170089183926,0.07717440978091741,1.1519884163650491,0.4708038403496936
16,58,1.1,0.15,0.18930521299742226,0.10366506040733252,1.1998266334529333,0.6447145290050801
17,59,1.1,0.15,0.2247490387722209,0.10077768925889721,1.4358512711446723,0.6349235054746506
18,60,1.1,0.15,0.20054886740485117,0.08199076342199044,1.248154562138335,0.5239513735818387
19,61,1.1,0.15,0.14530221007374108,0.05864034994188748,0.9306273399646041,0.35450036988006717
20,62,1.1,0.15,0.13412451745785078,0.02800264629624917,0.8719207952541286,0.1709763565948944
21,63,1.1,0.15,0.16769781991533864,0.031145121547630408,1.055904205186143,0.18663788030524123
22,64,1.1,0.15,0.12729115415266276,0.040623837066947124,0.8179278842266958,0.2567405900473398
23,65,1.1,0.15,0.15807727209269856,0.07261128996492885,0.9936121387686724,0.45192948912052855
24,66,1.1,0.15,0.15562297328836877,0.07792309615070445,0.9952050862961196,0.4983243362130923
25,67,1.1,0.15,0.20488525119795892,0.066488824090497,1.3409417201373999,0.41829603820694705
26,68,1.1,0.15,0.1666927608863093,0.08127349251344375,1.0745314824669665,0.5006361551545033
27,69,1.1,0.15,0.12987408594569363,0.07117376893367479,0.841777276413137,0.4599863347838502
28,70,1.1,0.15,0.11730685063023347,0.06125194232365169,0.7712127555407862,0.3987247119961895
29,71,1.1,0.15,0.16919676510993514,0.0454022443466343,1.092457290629738,0.2736421576265832
0,42,1.1,0.2,0.14796000481326052,0.049099777297595286,0.9417913476628111,0.3180863926981306
1,43,1.1,0.2,0.13120468296890442,0.04487146577313531,0.8295019614415373,0.28466100017330015
2,44,1.1,0.2,0.15596819512482163,0.08898164496596228,1.0121682333730528,0.5338641940149602
3,45,1.1,0.2,0.09373903208176035,0.02585141359457973,0.5896470531334704,0.15236344676369015
4,46,1.1,0.2,0.16608465781563525,0.08750760297806233,1.0649289684900107,0.570828077582358
5,47,1.1,0.2,0.12443572382863302,0.09008530418593047,0.8123495185673427,0.5815232489921598
6,48,1.1,0.2,0.15832298136645964,0.0526291694964615,1.0054454451345756,0.3140215929756917
